DATE,Block,Plot,Rotation,Quadrat,Wavelength,Reflectance,ID,2016-07-27_Incidence,2016-07-27_Severity,2016-08-05_Incidence,2016-08-05_Severity,2016-08-15_Incidence,2016-08-15_Severity,2016-08-22_Incidence,2016-08-22_Severity,2016-08-29_Incidence,2016-08-29_Severity,2016-09-06_Incidence,2016-09-06_Severity
23/06/2016,3,36,S3,3614,460,5.36,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,3,36,S3,3615,460,6,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,3,36,S3,3616,460,5.73,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,3,36,S3,3617,460,5.8,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,3,36,S3,3618,460,5.83,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,5
23/06/2016,3,36,S3,3619,460,6.53,SDS_2016,0,0,0,0,0,0,0.625,5,6.25,50,12.5,52
23/06/2016,3,36,S3,3620,460,7.06,SDS_2016,0,0,0,0,2.5,3,3.75,5,5,10,30,30
23/06/2016,4,43,S4,4301,460,5.225,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4302,460,5.25,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4303,460,5.475,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4304,460,5.515,SDS_2016,0,0,0,0,0,0,1.25,15,1.25,20,1.25,35
23/06/2016,4,43,S4,4305,460,4.9,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4306,460,5.805,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4307,460,5.52,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4308,460,5.535,SDS_2016,0,0,0,0,0,0,0,0,3.75,10,1.25,25
23/06/2016,4,43,S4,4309,460,5.02,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,20
23/06/2016,4,43,S4,4310,460,5.84,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,25
23/06/2016,4,43,S4,4311,460,4.66,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4312,460,4.41,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4313,460,4.025,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,0.625,15
23/06/2016,4,43,S4,4314,460,4.365,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,0.625,60
23/06/2016,4,43,S4,4315,460,4.89,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,25
23/06/2016,4,43,S4,4316,460,4.76,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,30
23/06/2016,4,43,S4,4317,460,4.43,SDS_2016,0,0,0,0,0,0,0,0,2.5,15,1.25,70
23/06/2016,4,43,S4,4318,460,4.52,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4319,460,4.46,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,43,S4,4320,460,4.855,SDS_2016,0,0,0,0,0,0,3.125,10,5,10,28,50
23/06/2016,4,45,S2,4501,460,4.725,SDS_2016,0,0,0,0,0,0,0,0,3.125,25,30,40
23/06/2016,4,45,S2,4502,460,4.45,SDS_2016,0,0,0,0,0,0,1.25,5,6.25,15,50,68
23/06/2016,4,45,S2,4503,460,4.27,SDS_2016,0,0,0,0,0,0,0,0,8.125,5,72,60
23/06/2016,4,45,S2,4504,460,4.375,SDS_2016,0,0,0,0,1.25,5,6.25,20,6.25,20,47,72
23/06/2016,4,45,S2,4505,460,4.65,SDS_2016,0,0,0,0,0.625,2,6.25,25,50,25,75,85
23/06/2016,4,45,S2,4506,460,4.5,SDS_2016,0,0,0,0,0,0,1.875,5,12.5,10,68,65
23/06/2016,4,45,S2,4507,460,4.16,SDS_2016,0,0,0,0,1.875,5,6.25,20,40,20,88,84
23/06/2016,4,45,S2,4508,460,4.35,SDS_2016,0,0,0,0,3.125,5,6.25,15,60,35,40,85
23/06/2016,4,45,S2,4509,460,4.455,SDS_2016,0,0,0,0,0,0,0,0,20,10,23,60
23/06/2016,4,45,S2,4510,460,4.075,SDS_2016,0,0,0,0,0.625,5,6.25,10,35,20,53,60
23/06/2016,4,45,S2,4511,460,5.505,SDS_2016,0,0,0,0,2.5,3,20,5,30,20,85,80
23/06/2016,4,45,S2,4512,460,5.82,SDS_2016,0,0,0,0,15.625,9,60,40,65,60,95,90
23/06/2016,4,45,S2,4513,460,5.645,SDS_2016,0,0,0,0,2.5,4,30,20,35,35,92,85
23/06/2016,4,45,S2,4514,460,5.665,SDS_2016,0,0,0,0,1.25,4,10,50,30,20,78,65
23/06/2016,4,45,S2,4515,460,5.87,SDS_2016,0,0,0,0,1.25,5,12,20,45,25,72,70
23/06/2016,4,45,S2,4516,460,5.845,SDS_2016,0,0,0,0,0,0,3.125,5,40,20,55,50
23/06/2016,4,45,S2,4517,460,6.4,SDS_2016,0,0,0,0,1.25,4,3.125,15,25,35,45,85
23/06/2016,4,45,S2,4518,460,5.76,SDS_2016,0,0,0,0,2.5,5,25,40,45,50,64,90
23/06/2016,4,45,S2,4519,460,6.855,SDS_2016,0.625,2,0.625,10,2.5,10,15,25,65,40,75,85
23/06/2016,4,45,S2,4520,460,7.37,SDS_2016,0,0,0,0,5.625,5,10,30,25,40,65,60
23/06/2016,4,47,S3,4701,460,4.545,SDS_2016,0,0,0,0,0.625,5,0.625,20,1,30,1.25,45
23/06/2016,4,47,S3,4702,460,4.535,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,47,S3,4703,460,4.5,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,10
23/06/2016,4,47,S3,4704,460,4.46,SDS_2016,0,0,0,0,0,0,0,0,0.625,40,0.625,42
23/06/2016,4,47,S3,4705,460,4.795,SDS_2016,0,0,0,0,0,0,1.25,15,2.5,15,2.5,40
23/06/2016,4,47,S3,4706,460,5.05,SDS_2016,0,0,0,0,3.125,5,35,25,60,50,90,88
23/06/2016,4,47,S3,4707,460,5.23,SDS_2016,0,0,0,0,2.5,5,20,20,45,40,65,85
23/06/2016,4,47,S3,4708,460,4.77,SDS_2016,0,0,0,0,0,0,1.25,25,12.5,55,55,70
23/06/2016,4,47,S3,4709,460,4.735,SDS_2016,0,0,0,0,0,0,0,0,1.25,10,1.875,60
23/06/2016,4,47,S3,4710,460,5.335,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,47,S3,4711,460,4.175,SDS_2016,0,0,0,0,0,0,0,0,0.625,10,4.375,60
23/06/2016,4,47,S3,4712,460,4.17,SDS_2016,0,0,0,0,0,0,0,0,0,0,1.25,40
23/06/2016,4,47,S3,4713,460,4.715,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,47,S3,4714,460,4.675,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,47,S3,4715,460,4.845,SDS_2016,0,0,0,0,0,0,0,0,0.625,20,0.625,90
23/06/2016,4,47,S3,4716,460,4.62,SDS_2016,0,0,0,0,0,0,0,0,0.625,5,0.625,25
23/06/2016,4,47,S3,4717,460,4.87,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,47,S3,4718,460,4.345,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2016,4,47,S3,4719,460,4.515,SDS_2016,0,0,0,0,0,0,0,0,0,0,0.625,55
23/06/2016,4,47,S3,4720,460,4.48,SDS_2016,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2016,1,12,S4,1201,460,4.97,SDS_2016,0,0,0,0,0,0,0,0,50,30,70,50
30/06/2016,1,12,S4,1202,460,3.975,SDS_2016,0,0,0,0,0,0,3.125,5,7.5,50,50,60
